it1      2450.00      2960.00
it2      2450.00      2810.00
it3      2470.00      2670.00
it4      2630.00      2230.00
it5      2630.00      2230.00
it6      2630.00      2230.00
it7      2640.00      2220.00
it8      2640.00      2220.00
it9      2640.00      2220.00
it10     2640.00      2220.00
it11     2640.00      2220.00
