it1         3.00        12.00
it2         3.00        11.00
it3         3.00        11.00
it4         3.00        11.00
it5         4.00         9.20
it6         4.00         9.20
it7         5.00         8.30
it8         5.00         8.30
it9         5.00         8.30
it10        8.00         7.60
it11        8.00         7.60
